work_year,experience_level,employment_type,job_title,salary_currency,employee_residence,remote_ratio,company_location,company_size
2023,EN,FT,Big Data Engineer,USD,SG,100,ES,L
2023,SE,FT,Data Engineer,USD,BR,100,BR,M
2023,SE,FT,Data Scientist,USD,GR,0,GR,L
2023,MI,FT,ML Ops Engineer,USD,MX,0,MX,M
2021,EX,FT,Business Intelligence Engineer,USD,ES,0,ES,M
2021,SE,FT,Business Intelligence Engineer,USD,TR,100,US,L
2022,EN,FT,Data Scientist,USD,ES,100,US,M
2021,SE,FT,ML Engineer,USD,CA,50,CA,M
2023,MI,FT,NLP Engineer,USD,DK,100,IT,L
2023,SE,FT,Data Architect,USD,US,50,US,M
2023,SE,FT,Deep Learning Engineer,USD,GB,50,GB,S
2022,EN,FT,Data Scientist,USD,US,100,MY,L
2023,SE,FT,Research Scientist,USD,US,0,US,S
2022,SE,FT,Data Scientist,USD,DE,0,TR,M
2022,SE,FT,Data Architect,USD,BR,0,BR,S
2022,SE,FT,Lead Data Scientist,USD,JP,0,JP,M
2022,SE,FT,Data Product Manager,USD,AU,100,AU,M
2022,MI,FT,Data Engineer,USD,US,100,US,M
2023,MI,FT,Applied Scientist,USD,CH,0,CH,M
2023,SE,FT,Data Consultant,USD,US,100,US,M
2023,SE,FT,Lead Data Scientist,USD,US,100,US,M
2023,SE,FT,AI Researcher,USD,ES,100,ES,M
2023,SE,FT,Data Engineer,USD,US,0,US,L
2023,MI,FT,Machine Learning Engineer,USD,DE,100,FR,L
2023,EX,FT,Data Scientist,USD,AU,0,AU,M
2023,SE,FT,Quantitative Analyst,USD,GB,100,GB,M
2023,MI,FT,Data Scientist,USD,FR,50,FR,S
2023,EX,FT,Data Scientist,USD,AR,100,BR,L
2022,SE,FT,Data Scientist,USD,US,50,US,S
2022,EN,FT,Data Scientist,USD,CH,0,CL,M
2023,MI,FT,Data Consultant,USD,GB,0,GB,M
2021,EN,FT,AI Engineer,USD,SE,100,SE,M
2022,SE,FT,Computer Vision Engineer,USD,SG,0,SG,L
2023,SE,FT,Data Engineer,USD,DE,100,DE,L
2023,EN,FT,Big Data Engineer,USD,IN,0,IN,M
2023,SE,FT,Decision Scientist,USD,BR,100,BR,M
2023,EN,CT,Data Analyst,USD,ES,0,ES,M
2022,EN,FT,Data Analyst,USD,US,0,US,M
2022,SE,FT,Data Engineer,USD,US,0,US,L
2022,MI,FT,AI Researcher,USD,CA,100,CA,M
2023,MI,FT,Machine Learning Engineer,USD,CL,0,CL,L
2022,EN,FT,Data Governance Analyst,USD,IN,0,IN,M
2021,MI,FT,Data Analyst,USD,AR,0,AR,L
2023,EN,FT,Data Scientist,USD,US,100,US,L
2023,SE,FT,Data Analyst,USD,IN,0,IN,S
2022,SE,FT,Data Analyst,USD,KR,0,KR,S
2023,SE,FT,Data Architect,USD,DE,100,DE,M
2022,SE,FT,Research Scientist,USD,JP,100,JP,M
2021,EN,FT,ML Engineer,USD,AU,100,NL,S
2022,SE,FT,Deep Learning Engineer,USD,KR,0,KR,M
2022,SE,FT,Data Engineer,USD,SG,100,US,S
2023,SE,FT,Analytics Engineer,USD,SE,0,SE,L
2023,SE,FT,Applied Scientist,USD,IE,0,ES,M
2022,SE,FT,Research Scientist,USD,IN,0,IN,M
2023,EN,FT,BI Analyst,USD,GR,100,GR,M
2023,MI,FT,Data Analyst,USD,ES,100,ES,M
2023,MI,FT,Data Scientist,USD,DE,0,DE,M
2022,MI,FT,Quantitative Analyst,USD,MX,0,MX,M
2023,SE,FT,Data Scientist,USD,CA,0,CA,M
2023,SE,FT,Research Scientist,USD,US,100,US,S
2023,MI,FT,Machine Learning Engineer,USD,US,50,US,M
2022,EN,FT,Data Governance Analyst,USD,TR,0,TR,M
2023,SE,FT,Computer Vision Engineer,USD,IN,0,IN,M
2023,MI,FT,Lead Data Scientist,USD,FR,100,FR,L
2023,EN,FT,NLP Engineer,USD,AU,100,AU,M
2023,MI,FT,Data Analyst,USD,NL,0,SG,L
2023,SE,FT,Data Governance Analyst,USD,KR,0,KR,M
2022,EN,FT,Director of Data Science,USD,IN,0,IN,M
2022,SE,FT,Applied Scientist,USD,US,50,US,S
2022,SE,FT,Analytics Engineer,USD,GB,100,GB,M
2023,MI,FT,Principal Data Scientist,USD,JP,0,JP,L
2023,MI,FT,Data Specialist,USD,IN,0,IN,M
2023,EX,FT,Data Scientist,USD,CH,0,CH,L
2022,SE,FT,ML Ops Engineer,USD,CZ,100,CZ,S
2022,SE,FT,Machine Learning Engineer,USD,JP,0,KR,M
2022,SE,FT,Data Architect,USD,NZ,0,NZ,S
2023,SE,FT,Big Data Engineer,USD,JP,0,JP,M
2023,EN,FT,Data Analyst,USD,US,0,US,L
2023,SE,FT,Data Analyst,USD,KR,0,KR,M
2023,MI,FT,Data Scientist,USD,MX,100,US,S
2022,SE,FT,Data Specialist,USD,IN,0,IN,M
2022,EX,FT,AI Engineer,USD,DE,100,DE,L
2023,MI,FT,Data Science Manager,USD,NO,50,DE,M
2023,SE,FT,Data Scientist,USD,PL,0,PL,M
2023,EX,FT,Research Scientist,USD,MY,100,MY,L
2023,SE,FL,Principal Data Scientist,USD,MX,0,MX,M
2022,MI,FT,Analytics Engineer,USD,DE,100,DE,L
2022,SE,FT,Data Engineer,USD,PL,100,PL,M
2023,EN,FT,ML Engineer,USD,US,0,US,L
2023,MI,FT,Data Analyst,USD,ES,50,US,M
2022,EX,FT,BI Analyst,USD,IN,0,IN,L
2023,MI,FT,Quantitative Analyst,USD,IN,100,IN,M
2023,EN,CT,Decision Scientist,USD,IN,0,IN,M
2022,SE,FT,Data Engineer,USD,CL,0,CL,L
2021,EN,FT,Research Scientist,USD,GB,0,GB,M
2023,SE,FT,Data Product Manager,USD,AE,0,AE,S
2023,SE,FT,Data Scientist,USD,MX,100,MX,M
2022,MI,FT,ML Engineer,USD,IN,0,IN,M
2023,EN,FT,AI Researcher,USD,CL,50,AR,M
2022,SE,FT,Data Analyst,USD,IN,100,IN,L
2021,EX,FT,Data Engineer,USD,US,0,US,M
2023,MI,FT,AI Engineer,USD,AU,0,AU,M
2021,SE,FT,Machine Learning Engineer,USD,AU,0,AU,S
2023,MI,FT,Machine Learning Engineer,USD,TR,50,ES,L
2022,EN,FT,Computer Vision Engineer,USD,DE,0,DE,S
2023,SE,FT,Data Analyst,USD,AU,50,AU,M
2022,SE,FT,Analytics Engineer,USD,TR,0,TR,M
2021,MI,FT,Big Data Engineer,USD,IE,0,US,L
2022,MI,FT,Big Data Engineer,USD,TR,100,US,M
2022,EN,FT,Data Engineer,USD,US,100,US,M
2023,SE,FT,Machine Learning Engineer,USD,TR,100,TR,M
2022,EN,FT,Data Architect,USD,ES,100,ES,M
2023,SE,FT,Data Scientist,USD,US,100,US,L
2023,EX,FT,BI Analyst,USD,IT,0,IT,M
2023,EN,FT,BI Analyst,USD,MY,100,IN,M
2023,MI,FT,Machine Learning Engineer,USD,PL,0,PL,M
2023,MI,FT,Machine Learning Engineer,USD,CH,0,CH,M
2023,EN,FT,Data Engineer,USD,IN,100,IN,M
2023,SE,FT,Data Scientist,USD,MY,0,CA,M
2023,EX,FT,Data Engineer,USD,US,100,US,M
2023,SE,FT,Data Scientist,USD,AU,0,AU,L
2023,EN,FT,Machine Learning Engineer,USD,GB,0,GB,M
2023,SE,FT,Business Intelligence Engineer,USD,CZ,0,CZ,M
2021,MI,FT,BI Analyst,USD,IE,50,US,M
2023,MI,FT,AI Engineer,USD,PL,0,PL,M
2023,EN,FT,Data Engineer,USD,CZ,0,CZ,L
2023,MI,FT,Data Engineer,USD,KR,100,KR,M
2023,SE,FT,ML Ops Engineer,USD,BR,100,BR,M
2023,EX,FT,Data Engineer,USD,NL,100,NL,M
2023,MI,FT,Data Analyst,USD,AR,0,AR,M
2021,SE,FT,AI Researcher,USD,NL,100,NL,L
2023,SE,FT,Data Analyst,USD,US,0,US,S
2022,SE,FT,NLP Engineer,USD,IN,100,IN,M
2022,EN,FT,Statistician,USD,JP,0,JP,L
2021,MI,FT,Machine Learning Engineer,USD,CA,0,CA,M
2023,SE,FT,Decision Scientist,USD,PT,0,PT,M
2022,EX,FT,Lead Data Scientist,USD,CL,0,CL,S
2023,SE,PT,Lead Data Scientist,USD,ES,50,ES,M
2022,EX,FT,Data Analyst,USD,PT,100,PT,M
2023,SE,FT,Machine Learning Engineer,USD,US,100,US,M
2023,EN,FT,Computer Vision Engineer,USD,AU,0,AU,M
2022,SE,FT,ML Engineer,USD,PT,0,PT,S
2023,EN,FT,Quantitative Analyst,USD,CH,100,CH,M
2023,EX,FT,Analytics Engineer,USD,SE,100,SE,L
2021,SE,FT,Data Scientist,USD,CH,0,CH,M
2023,SE,FT,Business Intelligence Engineer,USD,IN,100,IN,M
2023,SE,FT,ML Engineer,USD,FR,100,US,L
2023,EX,FT,Decision Scientist,USD,AE,100,AE,M
2023,MI,FT,Data Scientist,USD,CA,0,CA,M
2023,SE,FT,Lead Data Scientist,USD,PL,0,PL,M
2023,SE,FT,Machine Learning Engineer,USD,IN,100,IN,M
2022,SE,FT,BI Analyst,USD,AR,0,BR,M
2023,MI,FT,Data Analyst,USD,NL,0,NL,M
2023,SE,FT,Data Scientist,USD,IN,100,IN,M
2023,MI,FT,BI Analyst,USD,CA,100,CA,M
2022,EN,FT,AI Engineer,USD,BR,0,BR,M
2023,SE,FT,Data Engineer,USD,MY,0,MY,M
2023,SE,FT,AI Engineer,USD,IN,0,IN,M
2021,MI,FT,Data Scientist,USD,MY,100,MY,M
2023,SE,FT,AI Researcher,USD,IN,0,IN,M
2022,MI,FT,Statistician,USD,TR,50,BR,M
2022,MI,FT,Business Intelligence Engineer,USD,US,100,US,M
2021,EN,FT,Data Engineer,USD,IN,100,GB,L
2021,MI,FT,Research Scientist,USD,JP,100,DK,M
2022,SE,FT,Machine Learning Engineer,USD,IN,100,IN,S
2022,SE,FT,Applied Scientist,USD,IN,100,IN,S
2023,EN,FT,Analytics Engineer,USD,IN,100,IN,M
2023,SE,FT,Data Scientist,USD,US,100,US,M
2022,EN,FT,Data Scientist,USD,BR,100,BR,M
2023,MI,FT,Research Scientist,USD,IN,100,IN,M
2023,EN,FT,Statistician,USD,PL,50,DE,M
2023,SE,FT,Data Engineer,USD,AE,100,GB,M
2021,SE,PT,Research Scientist,USD,US,100,US,M
2021,SE,FT,Data Consultant,USD,SG,50,SG,M
2022,SE,FT,Analytics Engineer,USD,IE,0,IE,M
2022,SE,PT,Data Specialist,USD,GB,0,GB,L
2021,SE,FT,Analytics Engineer,USD,DE,0,DE,L
2022,SE,FT,Research Scientist,USD,MX,0,BR,M
2022,EX,FT,Data Product Manager,USD,ES,100,ES,M
2023,SE,FT,Machine Learning Engineer,USD,TR,0,TR,S
2022,MI,FT,Data Scientist,USD,NZ,100,US,M
2021,SE,FT,Data Engineer,USD,NO,100,NO,L
2022,SE,FT,Data Architect,USD,TR,0,TR,M
2022,SE,FT,Data Governance Analyst,USD,ES,0,ES,L
2023,SE,FT,Research Scientist,USD,IT,100,IT,L
2023,EX,FT,Data Scientist,USD,ES,100,ES,S
2022,SE,FT,Director of Data Science,USD,AE,100,AE,M
2023,MI,FT,Data Engineer,USD,US,0,US,S
2023,SE,FT,Data Governance Analyst,USD,CA,100,CA,M
2023,SE,FT,ML Engineer,USD,BR,100,BR,M
2022,MI,FT,Analytics Engineer,USD,IN,100,IN,M
2023,MI,FT,ML Ops Engineer,USD,IN,0,IN,L
2023,SE,FT,Data Science Manager,USD,CZ,50,CZ,L
2022,SE,FT,Lead Data Scientist,USD,US,0,US,M
2023,EN,FT,Computer Vision Engineer,USD,US,0,US,L
2023,SE,FT,ML Ops Engineer,USD,US,100,US,M
2022,MI,FT,Research Scientist,USD,SE,0,SE,M
2023,SE,FL,Data Scientist,USD,CL,0,CL,M
2022,SE,FT,Data Engineer,USD,SG,0,SG,L
2022,MI,FT,Decision Scientist,USD,PT,0,PT,L
2023,MI,FT,Data Engineer,USD,US,50,US,M
2021,SE,FT,Principal Data Scientist,USD,BR,0,BR,M
2023,SE,CT,Machine Learning Engineer,USD,GB,100,GB,M
2023,SE,FT,Data Engineer,USD,CL,0,IN,S
2022,EN,FT,Data Architect,USD,AR,100,MX,M
2022,MI,FT,Data Governance Analyst,USD,MX,100,MX,M
2023,SE,PT,Research Scientist,USD,KR,100,KR,L
2023,SE,FT,Data Specialist,USD,SE,0,SE,M
2023,SE,FT,Lead Data Scientist,USD,DK,0,DK,M
2023,SE,FT,Data Scientist,USD,NZ,100,DK,S
2023,MI,FT,Data Analyst,USD,MX,100,MX,S
2023,SE,FT,Data Engineer,USD,BR,0,BR,L
2023,SE,FT,Analytics Engineer,USD,US,0,US,S
2023,SE,FT,Data Specialist,USD,KR,100,KR,M
2022,EX,FT,Data Architect,USD,CZ,100,CZ,M
2022,MI,FT,Data Scientist,USD,DE,100,NL,M
2023,MI,FT,Data Engineer,USD,GB,0,GB,M
2022,EN,PT,Data Analyst,USD,DE,100,DE,L
2022,SE,FT,Data Consultant,USD,GB,0,GB,M
2023,SE,FT,Data Scientist,USD,US,0,US,M
2022,SE,FT,AI Researcher,USD,DE,0,DE,L
2023,MI,FT,Data Scientist,USD,PT,100,PL,M
2023,SE,FT,Statistician,USD,KR,100,KR,M
2023,EN,FT,Quantitative Analyst,USD,IT,100,IT,L
2021,EN,FT,Data Product Manager,USD,CZ,100,IN,M
2022,EX,FT,Data Scientist,USD,PL,100,PL,M
2023,SE,FT,Data Specialist,USD,IN,100,IN,S
2022,MI,PT,Data Scientist,USD,US,0,US,M
2023,SE,FT,Data Engineer,USD,PT,100,DE,L
2022,EX,FT,Head of Data,USD,IT,0,IT,M
2023,SE,FT,BI Analyst,USD,MY,0,MY,M
2022,EN,FT,Data Engineer,USD,BR,0,BR,S
2023,SE,FT,Data Analyst,USD,IN,0,IN,M
2022,SE,FT,Data Engineer,USD,IT,50,IT,L
2023,MI,FT,Decision Scientist,USD,AR,0,TR,L
2023,EX,FT,Machine Learning Engineer,USD,DE,50,JP,M
2023,SE,FT,Data Specialist,USD,IN,100,IN,L
2023,SE,FT,Data Scientist,USD,US,0,US,M
2022,EX,FT,Data Scientist,USD,FR,100,IN,M
2023,SE,FT,Machine Learning Engineer,USD,CL,0,CL,L
2022,EN,FT,Data Engineer,USD,AR,100,CL,M
2023,SE,FT,Data Scientist,USD,NL,0,NL,M
2022,SE,FT,Data Scientist,USD,US,0,US,M
2022,SE,FT,Big Data Engineer,USD,NL,100,NL,L
2023,MI,FT,Data Engineer,USD,MX,0,MX,M
2023,SE,FT,Applied Scientist,USD,IN,0,IN,M
2023,SE,FT,Data Consultant,USD,CZ,50,CZ,M
2023,SE,FL,AI Engineer,USD,US,100,US,L
2023,EN,FT,Data Scientist,USD,JP,100,JP,L
2022,EN,FT,Data Engineer,USD,DE,100,SE,M
2023,EN,FT,Quantitative Analyst,USD,ES,0,ES,M
2023,SE,FT,Data Scientist,USD,NL,100,NL,M
2023,EN,FT,Analytics Engineer,USD,HU,50,HU,M
2022,MI,FT,Principal Data Scientist,USD,GB,0,GB,M
2022,MI,FT,Lead Data Scientist,USD,PT,0,FR,M
2023,EN,FT,Data Engineer,USD,CL,0,CL,M
2022,EN,FT,Data Engineer,USD,US,100,US,M
2023,SE,FT,Data Engineer,USD,BR,0,BR,S
2023,SE,FT,Data Analyst,USD,IE,100,IT,M
2022,SE,FT,Principal Data Scientist,USD,GB,0,GB,L
2022,SE,FT,Data Governance Analyst,USD,JP,100,JP,M
2022,MI,FT,Data Engineer,USD,MX,0,MX,M
2021,SE,CT,Data Product Manager,USD,NZ,0,NZ,M
2021,SE,FT,ML Engineer,USD,ES,100,ES,M
2022,EN,FT,Applied Scientist,USD,IN,100,IN,M
2022,MI,FT,Data Analyst,USD,IT,100,IT,M
2023,MI,FT,Analytics Engineer,USD,IN,0,IN,M
2022,SE,FT,Research Scientist,USD,GB,100,US,M
2021,SE,FT,Data Science Manager,USD,SG,100,SG,M
2023,SE,FT,Machine Learning Engineer,USD,CL,0,CL,M
2023,SE,FT,AI Engineer,USD,US,0,US,L
2023,SE,FT,Data Engineer,USD,SE,100,SE,M
2022,MI,FL,Data Architect,USD,PL,0,PL,S
2023,EN,FT,Machine Learning Engineer,USD,NO,0,NO,L
2023,SE,FT,Machine Learning Engineer,USD,SG,50,SG,L
2022,SE,FT,Machine Learning Engineer,USD,CZ,100,US,L
2023,EN,FT,Data Analyst,USD,GB,0,BR,M
2022,EN,FT,AI Researcher,USD,JP,0,JP,M
2023,EX,FT,ML Engineer,USD,TR,0,TR,M
2023,MI,FT,Data Analyst,USD,IN,100,IN,M
2023,MI,FT,Data Engineer,USD,CZ,100,CZ,L
2023,MI,FT,Machine Learning Engineer,USD,CL,0,CL,M
2023,EX,FT,Business Intelligence Engineer,USD,MX,100,MX,S
2022,MI,FT,Machine Learning Engineer,USD,ES,0,IN,M
2023,EN,FT,Big Data Engineer,USD,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,IN,0,MY,M
2021,SE,FT,Data Scientist,USD,NL,100,NL,M
2023,SE,FT,Data Scientist,USD,FR,0,FR,M
2023,SE,FT,Machine Learning Engineer,USD,TR,0,TR,L
2022,MI,FT,Data Consultant,USD,PT,0,PT,L
2023,SE,FT,Research Scientist,USD,PL,0,PL,S
2022,EX,FL,Data Analyst,USD,NL,0,NL,M
2023,SE,FT,Data Engineer,USD,MY,100,MY,L
2021,MI,FT,Analytics Engineer,USD,CA,0,CA,L
2023,SE,FT,Data Analyst,USD,BR,0,BR,M
2023,SE,FT,Director of Data Science,USD,MX,0,MX,M
2023,SE,FT,Data Product Manager,USD,DK,0,US,M
2023,EN,FT,Machine Learning Engineer,USD,IT,100,IT,M
2023,SE,FT,Computer Vision Engineer,USD,NL,100,NL,M
2022,MI,FT,Lead Data Scientist,USD,US,50,US,M
2022,MI,FT,Big Data Engineer,USD,TR,100,TR,M
2023,SE,FT,Data Engineer,USD,US,50,US,S
2023,SE,FT,Machine Learning Engineer,USD,GB,0,GB,M
2022,EN,FT,Data Specialist,USD,BR,100,BR,M
2021,EN,FT,Data Scientist,USD,IE,100,IE,M
2023,SE,FT,Research Scientist,USD,BR,0,BR,L
2022,EN,FT,ML Ops Engineer,USD,JP,0,JP,L
2023,SE,FT,Analytics Engineer,USD,NL,0,NL,L
2023,EN,FT,Research Scientist,USD,HU,100,HU,L
2022,SE,FT,AI Engineer,USD,PT,0,PT,M
2023,EX,FT,Analytics Engineer,USD,IN,100,IN,S
2022,SE,FT,Data Engineer,USD,US,50,US,L
2022,SE,FT,Statistician,USD,KR,0,KR,L
2023,MI,FT,Machine Learning Engineer,USD,US,100,US,L
2023,EX,FT,Analytics Engineer,USD,US,100,US,L
2022,MI,FT,Applied Scientist,USD,IT,100,IT,M
2022,SE,FT,Data Scientist,USD,SG,100,FR,M
2023,EX,FT,Decision Scientist,USD,CA,100,NL,M
2023,SE,FT,Data Engineer,USD,US,100,US,M
2023,SE,FT,ML Engineer,USD,ES,100,ES,M
2023,EN,FT,Data Analyst,USD,US,100,US,L
2022,EX,CT,Data Analyst,USD,CZ,0,CZ,S
2021,SE,FT,Data Scientist,USD,IT,0,IT,M
2021,EN,FT,Analytics Engineer,USD,IN,0,IN,L
2023,MI,FT,Data Analyst,USD,IN,100,GR,M
2023,EX,FT,Data Analyst,USD,IN,100,IN,L
2023,SE,FT,Data Governance Analyst,USD,US,0,US,L
2022,MI,FT,Machine Learning Engineer,USD,PL,0,PL,M
2023,MI,FT,Data Engineer,USD,KR,0,TR,M
2023,SE,FT,Data Engineer,USD,PL,100,PL,S
2023,MI,FT,Data Governance Analyst,USD,SE,50,SE,M
2023,SE,FT,Data Engineer,USD,AU,100,IN,M
2023,EN,FT,Data Analyst,USD,IN,100,IN,L
2023,MI,FT,Data Engineer,USD,MY,100,MY,M
2023,MI,FT,ML Engineer,USD,JP,0,PT,L
2022,SE,FT,Quantitative Analyst,USD,GR,50,GR,M
2023,SE,FT,BI Analyst,USD,PL,0,PL,M
2023,EN,FT,Deep Learning Engineer,USD,GB,0,DE,S
2023,SE,FT,AI Researcher,USD,US,100,US,M
2022,EN,FT,Data Engineer,USD,US,100,US,M
2023,MI,FT,Data Engineer,USD,DE,100,PL,S
2022,EX,FL,Data Engineer,USD,DE,100,MX,M
2022,SE,FT,ML Ops Engineer,USD,IN,0,IN,S
2021,SE,FT,Machine Learning Engineer,USD,DE,100,DE,M
2023,EX,FT,Research Scientist,USD,NL,0,NL,M
2023,MI,FT,Data Analyst,USD,BR,0,IN,M
2022,MI,FT,Data Scientist,USD,CA,0,CA,M
2023,MI,FT,Analytics Engineer,USD,IN,0,IN,M
2021,MI,FT,Data Product Manager,USD,IE,100,IN,M
2023,SE,FT,Data Engineer,USD,JP,100,JP,L
2022,MI,FT,Data Analyst,USD,IT,100,US,L
2022,MI,FT,Data Scientist,USD,AU,100,MX,M
2022,SE,FT,Machine Learning Engineer,USD,CA,100,CA,M
2023,MI,FT,Research Scientist,USD,JP,100,US,M
2023,MI,PT,Data Architect,USD,BR,100,TR,L
2022,EX,FT,Data Engineer,USD,JP,100,JP,M
2023,SE,FT,Deep Learning Engineer,USD,PT,0,PT,M
2023,SE,FT,Research Scientist,USD,US,50,US,M
2023,SE,FT,AI Engineer,USD,IN,0,IN,M
2023,SE,FT,Data Engineer,USD,IN,0,IN,M
2022,SE,FT,Machine Learning Engineer,USD,FR,100,ES,M
2023,SE,FT,Data Engineer,USD,US,0,US,M
2023,EX,FT,Decision Scientist,USD,IN,0,IN,M
2022,SE,FT,Data Scientist,USD,NL,0,NL,S
2023,EN,FT,Data Analyst,USD,MX,50,MX,M
2023,MI,FT,Data Engineer,USD,US,0,US,M
2023,MI,FT,Data Analyst,USD,US,0,US,L
2021,EN,FT,Analytics Engineer,USD,CA,100,CA,M
2022,EN,FT,Director of Data Science,USD,IT,0,IT,M
2021,SE,FT,AI Engineer,USD,BR,0,KR,M
2023,EN,FT,Director of Data Science,USD,CH,50,CH,L
2023,SE,FT,Data Analyst,USD,PT,0,PT,L
2023,SE,FT,Data Governance Analyst,USD,NO,100,NO,M
2023,MI,FT,Data Specialist,USD,US,100,US,M
2023,SE,FT,Analytics Engineer,USD,TR,0,TR,M
2022,SE,FT,Data Scientist,USD,GB,100,CA,M
2023,EN,FT,Data Engineer,USD,SG,100,SG,M
2021,EN,CT,Data Consultant,USD,US,0,US,L
2023,SE,FT,Data Engineer,USD,US,0,US,M
2023,MI,FT,Data Engineer,USD,JP,0,JP,M
2023,SE,FT,Data Scientist,USD,CA,0,CA,S
2023,SE,FT,ML Engineer,USD,GB,100,GB,M
2023,MI,FT,Data Scientist,USD,AR,0,AR,M
2022,SE,FT,Quantitative Analyst,USD,DE,0,DE,M
2023,MI,FT,Data Science Manager,USD,DK,0,DK,L
2023,MI,FT,Lead Data Scientist,USD,AU,50,SG,L
2023,SE,FT,Machine Learning Engineer,USD,AU,100,AU,S
2023,EN,FT,Data Scientist,USD,AR,100,AR,L
2021,SE,FT,Applied Scientist,USD,NO,0,NO,L
2022,SE,FT,AI Engineer,USD,US,0,US,M
2022,MI,FT,Data Scientist,USD,ES,100,ES,S
2023,SE,FT,Data Scientist,USD,AU,100,AU,L
2022,MI,FT,Data Engineer,USD,CL,100,CL,S
2023,MI,FT,Data Analyst,USD,GB,50,GB,M
2023,SE,FT,Data Engineer,USD,TR,0,IN,M
2023,SE,FT,Data Specialist,USD,ES,0,TR,M
2023,MI,FT,Director of Data Science,USD,AU,100,IN,M
2023,SE,FT,Data Specialist,USD,SG,50,SG,M
2022,EN,FT,Big Data Engineer,USD,IN,50,IN,M
2023,MI,FT,Data Scientist,USD,US,0,US,L
2022,SE,FT,ML Engineer,USD,GR,100,GR,M
2023,SE,FT,Data Consultant,USD,CH,100,CH,L
2022,SE,FT,Research Scientist,USD,NO,0,NO,M
2021,SE,FT,Analytics Engineer,USD,SE,0,SE,L
2023,SE,FT,Data Engineer,USD,TR,0,TR,M
2021,MI,FT,Analytics Engineer,USD,AU,100,AU,M
2022,EN,FT,Data Governance Analyst,USD,US,0,US,M
2022,SE,FT,Data Science Manager,USD,US,100,US,M
2022,EX,FT,Data Engineer,USD,MY,0,MY,M
2021,SE,FT,NLP Engineer,USD,KR,0,KR,L
2023,SE,FT,Machine Learning Engineer,USD,IN,0,IN,M
2023,SE,FT,Big Data Engineer,USD,CA,0,CA,L
2023,MI,FT,Data Engineer,USD,BR,50,BR,L
2023,EX,FT,BI Analyst,USD,JP,0,JP,M
2023,MI,FT,Machine Learning Engineer,USD,IN,0,IN,S
2023,EN,FT,Data Governance Analyst,USD,IN,0,IN,S
2023,MI,PT,Lead Data Scientist,USD,IE,0,AR,M
2023,EN,FT,Machine Learning Engineer,USD,FR,50,FR,M
2023,SE,FT,Lead Data Scientist,USD,SG,0,SG,L
2022,MI,FT,Data Engineer,USD,KR,50,KR,L
2023,SE,FT,Data Consultant,USD,US,0,US,M
2022,MI,FT,Data Analyst,USD,US,0,US,L
2022,MI,FT,BI Analyst,USD,CH,0,CH,M
2023,EN,FT,Data Engineer,USD,JP,50,JP,M
2023,SE,FT,Data Consultant,USD,NO,100,NO,M
2023,SE,FT,Data Architect,USD,CH,0,CH,L
2022,MI,FT,Data Specialist,USD,AR,0,AR,L
2023,SE,FT,Data Product Manager,USD,US,100,US,M
2022,SE,FT,Machine Learning Engineer,USD,IN,100,IN,M
2023,SE,FT,AI Engineer,USD,JP,0,JP,L
2023,SE,FT,Data Engineer,USD,SE,100,SE,L
2022,SE,FT,Data Architect,USD,GB,0,GB,M
2023,SE,FT,ML Engineer,USD,PL,100,PL,M
2023,EN,FT,Analytics Engineer,USD,FR,0,FR,M
2022,MI,FT,Data Scientist,USD,GB,0,GB,M
2022,EN,FT,AI Engineer,USD,SG,0,IN,S
2023,MI,FT,Director of Data Science,USD,ES,100,ES,M
2022,SE,FT,Business Intelligence Engineer,USD,GR,0,GR,S
2023,SE,FT,Data Consultant,USD,GB,0,GB,L
2022,MI,FT,Quantitative Analyst,USD,GB,100,GB,M
2023,MI,FT,Analytics Engineer,USD,IT,100,IT,M
2023,EX,FT,Lead Data Scientist,USD,CH,100,CH,M
2023,SE,FT,Principal Data Scientist,USD,DE,50,DE,M
2023,SE,FT,Data Consultant,USD,SE,100,PL,M
2022,EN,FT,Deep Learning Engineer,USD,KR,100,KR,M
2023,SE,FT,Deep Learning Engineer,USD,AU,0,AU,M
2023,SE,FT,Data Consultant,USD,DE,100,DE,M
2022,EX,FT,Machine Learning Engineer,USD,CZ,0,CZ,M
2021,MI,FT,Data Architect,USD,GB,100,GB,M
2022,EX,FT,Deep Learning Engineer,USD,US,100,US,S
2023,EN,FT,Data Engineer,USD,JP,100,JP,M
2021,SE,FT,Data Specialist,USD,IT,0,IT,M
2023,EN,FT,Research Scientist,USD,AE,0,AE,M
2023,MI,FT,Data Architect,USD,SE,50,JP,M
2021,MI,FT,Analytics Engineer,USD,CL,100,US,M
2023,EX,FT,Research Scientist,USD,MX,0,MX,M
2023,EN,FT,Data Engineer,USD,IN,100,IN,M
2021,SE,FT,Analytics Engineer,USD,ES,0,ES,M
2023,SE,FT,BI Analyst,USD,NL,0,NL,L
2022,MI,FT,Data Engineer,USD,SE,0,SE,S
2023,MI,FT,Data Specialist,USD,GB,100,GB,S
2022,EN,FT,Machine Learning Engineer,USD,CH,0,CH,M
2023,SE,FT,Machine Learning Engineer,USD,CA,50,CA,M
2022,SE,FT,Data Analyst,USD,NZ,100,US,L
2023,MI,FT,Decision Scientist,USD,JP,0,GB,L
2021,MI,FT,Data Analyst,USD,FR,0,US,M
2023,MI,FT,Data Consultant,USD,NL,0,NL,L
2022,SE,FT,AI Researcher,USD,GR,100,US,L
